GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache ZooKeeper - Server,org.apache.zookeeper.server,SnapshotComparer.TreeInfo.TreeNode,149,0,10,0,30,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,UnimplementedRequestProcessor,41,0,0,0,11,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ReferenceCountedACLCache,423,0,40,0,105,0,32,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PrepRequestProcessor.DigestOpCode,44,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperThread,28,0,0,0,7,0,4,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,BlueThrottle,440,0,40,0,124,0,47,0,27,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTree,3606,0,336,0,848,0,256,0,78,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxn,808,0,69,0,218,0,75,0,40,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ByteBufferOutputStream,38,0,0,0,12,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.DualModeSslHandler,126,0,8,0,27,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,TxnLogProposalIterator,101,0,6,0,29,0,10,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralTypeEmulate353,81,0,10,0,13,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerStats,361,0,8,0,83,0,41,0,37,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxnHelper,15,0,4,0,6,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxnFactory,415,0,34,0,113,0,42,0,25,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager,111,0,6,0,32,0,12,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralType.new EphemeralType() {...},37,0,4,0,6,0,6,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZKDatabase.new FileTxnSnapLog.PlayBackListener() {...},13,0,0,0,3,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZKDatabase,735,0,34,0,206,0,72,0,55,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ResponseCache.LRUCache,18,0,2,0,4,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxn.SendBufferWriter,62,0,8,0,16,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NodeHashMapImpl,133,0,12,0,38,0,19,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServer,3958,134,390,3,978,37,355,5,155,5
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTree.ProcessTxnResult,36,0,6,0,6,0,6,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PurgeTxnLog,275,0,24,0,70,0,21,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,EphemeralType,170,0,22,0,37,0,21,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory,782,0,68,0,198,0,68,0,34,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataTreeBean,38,0,0,0,10,0,8,0,8,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,SnapshotFormatter,664,0,48,0,123,0,36,0,12,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,SessionTrackerImpl.SessionImpl,32,0,0,0,9,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.IOWorkRequest,83,0,12,0,23,0,9,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.new ChannelInitializer() {...},51,0,6,0,10,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,WorkerService.WorkRequest,4,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DataNode,215,0,12,0,59,0,22,0,16,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.new ThreadLocal() {...},6,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ResponseCache,76,0,6,0,20,0,9,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DigestCalculator,109,0,10,0,29,0,9,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServer.MissingSessionException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServerShutdownHandler,16,0,4,0,6,0,4,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxnFactory.AcceptThread,290,0,28,0,69,0,20,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,TraceFormatter,140,0,6,0,32,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.CnxnChannelHandler,423,0,62,0,104,0,40,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperServerMain,404,0,36,0,133,0,28,0,10,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxn.SendBufferWriter,67,0,8,0,16,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxn.HandshakeState,34,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NIOServerCnxn,1124,0,126,0,291,0,103,0,40,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ClientCnxnLimitException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ContainerManager.new TimerTask() {...},26,0,0,0,10,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ServerCnxn.DisconnectReason,323,0,0,0,33,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PrepRequestProcessor,2782,0,258,0,604,0,166,0,27,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,Request,472,76,95,1,132,23,99,3,34,3
Apache ZooKeeper - Server,org.apache.zookeeper.server,ReferenceCountedACLCache.AtomicLongWithEquals,40,0,8,0,9,0,8,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,ZooKeeperCriticalThread,27,0,0,0,8,0,3,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager.PurgeTaskStatus,34,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,NettyServerCnxnFactory.ReadIssuedTrackingHandler,38,0,4,0,11,0,5,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,WorkerService,197,0,20,0,52,0,17,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,DatadirCleanupManager.PurgeTask,32,0,0,0,12,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server,PurgeTxnLog.new FileFilter() {...},49,0,6,0,9,0,5,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.jmx,ManagedUtil,176,0,6,0,44,0,7,0,4,0
Apache ZooKeeper - Server,org.apache.zookeeper.jmx,MBeanRegistry,338,0,38,0,81,0,32,0,13,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManager,721,0,95,0,158,0,68,0,19,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,PathParentIterator,97,0,12,0,21,0,15,0,9,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesSummary,48,0,0,0,13,0,5,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherModeManager,89,0,8,0,19,0,11,0,7,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherMode,77,0,3,0,15,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherOrBitSet,49,0,8,0,17,0,9,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherCleaner.new WorkerService.WorkRequest() {...},64,0,0,0,12,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesReport,62,0,4,0,12,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManagerOptimized,718,0,77,0,158,0,61,0,21,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherCleaner,308,0,24,0,81,0,18,0,6,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchManagerFactory,47,0,2,0,11,0,4,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatcherModeManager.Key,56,0,10,0,11,0,8,0,3,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,IWatchManager,14,0,2,0,4,0,3,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.watch,WatchesPathReport,60,0,4,0,12,0,7,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.SnapDirContentCheckException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit.TxnLogToolkitException,12,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog,805,0,73,0,172,0,66,0,29,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit,1098,0,84,0,210,0,63,0,20,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapshotInfo,9,0,0,0,4,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog.PositionInputStream,43,41,6,2,11,12,9,4,5,4
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FilePadding,27,71,3,7,9,18,5,7,2,5
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,Util,107,109,5,11,21,29,15,11,11,7
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.new FilenameFilter() {...},9,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.new FilenameFilter() {...},9,0,0,0,2,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapStream.StreamMode,91,0,6,0,14,0,8,0,5,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,TxnLogToolkit.TxnLogToolkitParseException,12,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileSnap,340,0,32,0,89,0,27,0,11,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,Util.DataDirFileComparator,1,42,1,5,0,8,1,4,0,2
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.DatadirException,9,0,0,0,4,0,2,0,2,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog,242,423,29,35,68,97,33,22,12,11
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnSnapLog.LogDirContentCheckException,4,0,0,0,2,0,1,0,1,0
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,FileTxnLog.FileTxnIterator,57,276,8,26,12,71,8,22,1,12
Apache ZooKeeper - Server,org.apache.zookeeper.server.persistence,SnapStream,432,0,37,0,101,0,33,0,13,0
